"doi";"color_green_only";"color";"issn";"journal";"publisher";"publication_date_unpaywall"
"10.2337/dc16-0817";"bronze";"green";"0149-5992,1935-5548";"Diabetes Care";"American Diabetes Association";"2016-06-06"
"10.1016/j.bbmt.2014.02.023";"hybrid";"hybrid";"1083-8791";"Biology of Blood and Marrow Transplantation";"Elsevier BV";"2014-06-01"
"10.1016/j.jamcollsurg.2017.02.014";"closed";"closed";"1072-7515";"Journal of the American College of Surgeons";"Ovid Technologies (Wolters Kluwer Health)";"2017-06-01"
"10.1016/j.ijrobp.2017.04.041";"closed";"closed";"0360-3016";"International Journal of Radiation Oncology*Biology*Physics";"Elsevier BV";"2017-09-01"
"10.1016/j.ijrobp.2018.03.045";"closed";"closed";"0360-3016";"International Journal of Radiation Oncology*Biology*Physics";"Elsevier BV";"2018-11-01"
"10.1016/j.brat.2015.07.015";"green";"green";"0005-7967";"Behaviour Research and Therapy";"Elsevier BV";"2015-10-01"
"10.1111/nyas.13706";"closed";"closed";"0077-8923";"Annals of the New York Academy of Sciences";"Wiley";"2018-05-24"
"10.1002/jts.22678";"green";"green";"0894-9867,1573-6598";"Journal of Traumatic Stress";"Wiley";"2021-04-21"
"10.4049/jimmunol.1700421";"bronze";"green";"0022-1767,1550-6606";"The Journal of Immunology";"The American Association of Immunologists";"2017-09-15"
"10.1093/ofid/ofw141";"gold";"gold";"2328-8957";"Open Forum Infectious Diseases";"Oxford University Press (OUP)";"2016-01-01"
"10.1177/1932296819872225";"bronze";"green";"1932-2968,1932-2968";"Journal of Diabetes Science and Technology";"SAGE Publications";"2019-08-30"
"10.7196/samj.2020.v110i3.14186";"gold";"gold";"2078-5135,0256-9574";"South African Medical Journal";"South African Medical Association NPC";"2020-02-26"
"10.1002/erv.2571";"green";"green";"1072-4133";"European Eating Disorders Review";"Wiley";"2017-11-20"
"10.1002/aur.2108";"closed";"closed";"1939-3792,1939-3806";"Autism Research";"Wiley";"2019-04-19"
"10.1177/0733464817741682";"bronze";"green";"0733-4648,1552-4523";"Journal of Applied Gerontology";"SAGE Publications";"2017-11-14"
"10.1089/dia.2017.0346";"bronze";"green";"1520-9156,1557-8593";"Diabetes Technology &amp; Therapeutics";"Mary Ann Liebert Inc";"2018-04-01"
"10.1111/jdv.14844";"closed";"closed";"0926-9959";"Journal of the European Academy of Dermatology and Venereology";"Wiley";"2018-02-23"
"10.1089/dia.2019.0017";"hybrid";"hybrid";"1520-9156,1557-8593";"Diabetes Technology &amp; Therapeutics";"Mary Ann Liebert Inc";"2019-05-01"
"10.1158/1078-0432.ccr-14-3284";"bronze";"green";"1078-0432,1557-3265";"Clinical Cancer Research";"American Association for Cancer Research (AACR)";"2015-08-13"
"10.1111/pedi.12603";"gold";"gold";"1399-543X,1399-5448";"Pediatric Diabetes";"Hindawi Limited";"2017-11-20"
"10.1016/j.ctim.2018.09.007";"closed";"closed";"0965-2299";"Complementary Therapies in Medicine";"Elsevier BV";"2018-12-01"
"10.1097/jpn.0000000000000495";"closed";"closed";"0893-2190";"Journal of Perinatal &amp; Neonatal Nursing";"Ovid Technologies (Wolters Kluwer Health)";"2020-08-10"
"10.1001/jamadermatol.2019.1541";"bronze";"green";"2168-6068";"JAMA Dermatology";"American Medical Association (AMA)";"2019-09-01"
"10.1016/j.jtct.2021.07.009";"bronze";"green";"2666-6367";"Transplantation and Cellular Therapy";"Elsevier BV";"2021-11-01"
"10.1007/s00270-018-2110-1";"hybrid";"hybrid";"0174-1551,1432-086X";"CardioVascular and Interventional Radiology";"Springer Science and Business Media LLC";"2018-11-08"
"10.2215/cjn.02840313";"bronze";"green";"1555-9041";"Clinical Journal of the American Society of Nephrology";"Ovid Technologies (Wolters Kluwer Health)";"2013-12-01"
"10.2337/dc14-3053";"bronze";"green";"0149-5992,1935-5548";"Diabetes Care";"American Diabetes Association";"2015-06-11"
"10.2337/dc14-3073";"bronze";"bronze";"0149-5992,1935-5548";"Diabetes Care";"American Diabetes Association";"2015-06-11"
"10.1111/add.13806";"green";"green";"0965-2140";"Addiction";"Wiley";"2017-05-02"
"10.1055/s-0034-1390344";"closed";"closed";"0735-1631,1098-8785";"American Journal of Perinatology";"Georg Thieme Verlag KG";"2014-09-28"
"10.1212/wnl.0000000000003564";"green";"green";"0028-3878,1526-632X";"Neurology";"Ovid Technologies (Wolters Kluwer Health)";"2016-12-28"
"10.1161/circulationaha.116.025268";"bronze";"green";"0009-7322,1524-4539";"Circulation";"Ovid Technologies (Wolters Kluwer Health)";"2017-03-14"
"10.1183/13993003.02449-2016";"bronze";"bronze";"0903-1936,1399-3003";"European Respiratory Journal";"European Respiratory Society (ERS)";"2017-09-01"
"10.3171/2015.2.spine141118";"bronze";"bronze";"1547-5654";"Journal of Neurosurgery: Spine";"Journal of Neurosurgery Publishing Group (JNSPG)";"2015-12-01"
"10.1097/jsm.0000000000000319";"closed";"closed";"1050-642X";"Clinical Journal of Sport Medicine";"Ovid Technologies (Wolters Kluwer Health)";"2016-09-01"
"10.4088/jcp.15m10244";"closed";"closed";"0160-6689";"The Journal of Clinical Psychiatry";"Physicians Postgraduate Press, Inc";"2016-10-26"
"10.1055/s-0036-1571324";"closed";"closed";"0735-1631,1098-8785";"American Journal of Perinatology";"Georg Thieme Verlag KG";"2016-02-12"
"10.1038/tp.2015.187";"gold";"gold";"2158-3188";"Translational Psychiatry";"Springer Science and Business Media LLC";"2016-01-05"
"10.2337/dc16-0796";"bronze";"green";"0149-5992,1935-5548";"Diabetes Care";"American Diabetes Association";"2016-05-23"
"10.1016/j.drugalcdep.2017.06.043";"green";"green";"0376-8716";"Drug and Alcohol Dependence";"Elsevier BV";"2018-02-01"
"10.1016/j.sleep.2016.06.005";"green";"green";"1389-9457";"Sleep Medicine";"Elsevier BV";"2016-06-01"
"10.4088/jcp.15l10318";"bronze";"green";"0160-6689";"The Journal of Clinical Psychiatry";"Physicians Postgraduate Press, Inc";"2016-05-25"
"10.5665/sleep.4422";"bronze";"green";"0161-8105,1550-9109";"Sleep";"Oxford University Press (OUP)";"2015-02-01"
"10.1200/jco.2014.60.3969";"green";"green";"0732-183X,1527-7755";"Journal of Clinical Oncology";"American Society of Clinical Oncology (ASCO)";"2015-11-10"
"10.1007/s12185-018-2468-5";"closed";"closed";"0925-5710,1865-3774";"International Journal of Hematology";"Springer Science and Business Media LLC";"2018-05-25"
"10.1016/j.ijrobp.2016.07.005";"green";"green";"0360-3016";"International Journal of Radiation Oncology*Biology*Physics";"Elsevier BV";"2016-11-01"
"10.2967/jnumed.115.168393";"bronze";"bronze";"0161-5505,2159-662X";"Journal of Nuclear Medicine";"Society of Nuclear Medicine";"2015-12-10"
"10.1136/emermed-2016-206353";"bronze";"green";"1472-0205,1472-0213";"Emergency Medicine Journal";"BMJ";"2017-07-05"
"10.1016/j.jaad.2014.05.020";"closed";"closed";"0190-9622";"Journal of the American Academy of Dermatology";"Elsevier BV";"2014-11-01"
"10.1176/appi.ajp.2016.16080868";"bronze";"green";"0002-953X,1535-7228";"American Journal of Psychiatry";"American Psychiatric Association Publishing";"2016-12-01"
"10.1016/j.clim.2018.01.011";"bronze";"green";"1521-6616";"Clinical Immunology";"Elsevier BV";"2018-08-01"
"10.1186/s13063-016-1313-5";"gold";"gold";"1745-6215";"Trials";"Springer Science and Business Media LLC";"2016-04-06"
"10.1016/s2468-1253(17)30392-8";"bronze";"green";"2468-1253";"The Lancet Gastroenterology &amp; Hepatology";"Elsevier BV";"2018-02-01"
"10.1213/ane.0000000000003876";"bronze";"bronze";"0003-2999";"Anesthesia &amp; Analgesia";"Ovid Technologies (Wolters Kluwer Health)";"2019-05-01"
"10.1172/jci.insight.89776";"gold";"gold";"2379-3708";"JCI Insight";"American Society for Clinical Investigation";"2016-09-22"
"10.1016/j.eclinm.2018.12.006";"gold";"gold";"2589-5370";"EClinicalMedicine";"Elsevier BV";"2019-01-01"
"10.1073/pnas.1705521114";"bronze";"green";"0027-8424,1091-6490";"Proceedings of the National Academy of Sciences";"Proceedings of the National Academy of Sciences";"2017-07-10"
"10.1016/j.amjmed.2017.05.034";"closed";"closed";"0002-9343";"The American Journal of Medicine";"Elsevier BV";"2018-02-01"
"10.1002/mds.25923";"hybrid";"hybrid";"0885-3185,1531-8257";"Movement Disorders";"Wiley";"2014-06-28"
"10.1038/s41598-018-34308-8";"gold";"gold";"2045-2322";"Scientific Reports";"Springer Science and Business Media LLC";"2018-11-02"
"10.1016/j.nbd.2016.08.003";"closed";"closed";"0969-9961";"Neurobiology of Disease";"Elsevier BV";"2016-12-01"
"10.1111/pedi.12399";"gold";"gold";"1399-543X";"Pediatric Diabetes";"Hindawi Limited";"2016-05-18"
"10.1016/j.contraception.2018.11.013";"closed";"closed";"0010-7824";"Contraception";"Elsevier BV";"2019-03-01"
"10.1136/rapm-2018-100206";"closed";"closed";"1098-7339,1532-8651";"Regional Anesthesia &amp; Pain Medicine";"BMJ";"2019-03-13"
"10.1001/jamasurg.2017.4915";"bronze";"green";"2168-6254";"JAMA Surgery";"American Medical Association (AMA)";"2018-04-01"
"10.1172/jci.insight.123775";"gold";"gold";"2379-3708";"JCI Insight";"American Society for Clinical Investigation";"2018-10-18"
"10.1007/s10875-012-9801-1";"green";"green";"0271-9142,1573-2592";"Journal of Clinical Immunology";"Springer Science and Business Media LLC";"2012-10-09"
"10.1016/j.ajog.2018.11.1085";"bronze";"bronze";"0002-9378";"American Journal of Obstetrics and Gynecology";"Elsevier BV";"2019-02-01"
"10.1056/nejmoa1713973";"green";"green";"0028-4793,1533-4406";"New England Journal of Medicine";"Massachusetts Medical Society";"2018-02-22"
"10.1182/bloodadvances.2019000152";"gold";"gold";"2473-9529,2473-9537";"Blood Advances";"American Society of Hematology";"2019-07-26"
"10.1016/j.jaad.2017.11.031";"closed";"closed";"0190-9622";"Journal of the American Academy of Dermatology";"Elsevier BV";"2018-05-01"
"10.1016/j.bbmt.2019.03.027";"hybrid";"hybrid";"1083-8791";"Biology of Blood and Marrow Transplantation";"Elsevier BV";"2019-07-01"
"10.1093/pm/pnz094";"hybrid";"hybrid";"1526-2375,1526-4637";"Pain Medicine";"Oxford University Press (OUP)";"2019-05-14"
"10.1177/1932296814551045";"bronze";"green";"1932-2968,1932-2968";"Journal of Diabetes Science and Technology";"SAGE Publications";"2014-09-17"
"10.1084/jem.20191712";"hybrid";"hybrid";"0022-1007,1540-9538";"Journal of Experimental Medicine";"Rockefeller University Press";"2020-06-19"
"10.1186/s12889-020-8250-7";"gold";"gold";"1471-2458";"BMC Public Health";"Springer Science and Business Media LLC";"2020-01-30"
"10.1176/appi.ps.201900447";"bronze";"green";"1075-2730,1557-9700";"Psychiatric Services";"American Psychiatric Association Publishing";"2020-04-01"
"10.1001/jamaoto.2019.2654";"bronze";"green";"2168-6181";"JAMA Otolaryngology–Head &amp; Neck Surgery";"American Medical Association (AMA)";"2019-11-01"
"10.1177/1362361318775538";"closed";"closed";"1362-3613,1461-7005";"Autism";"SAGE Publications";"2018-05-18"
"10.1186/s12905-017-0422-y";"gold";"gold";"1472-6874";"BMC Women's Health";"Springer Science and Business Media LLC";"2017-08-22"
"10.1186/s12906-016-1016-1";"gold";"gold";"1472-6882";"BMC Complementary and Alternative Medicine";"Springer Science and Business Media LLC";"2015-12-01"
"10.1371/journal.pone.0219535";"gold";"gold";"1932-6203";"PLOS ONE";"Public Library of Science (PLoS)";"2019-07-30"
"10.1016/j.jaac.2015.08.008";"green";"green";"0890-8567";"Journal of the American Academy of Child &amp; Adolescent Psychiatry";"Elsevier BV";"2015-11-01"
"10.1542/peds.2020-049866";"bronze";"green";"0031-4005,1098-4275";"Pediatrics";"American Academy of Pediatrics (AAP)";"2021-05-01"
"10.1371/journal.pone.0156370";"gold";"gold";"1932-6203";"PLOS ONE";"Public Library of Science (PLoS)";"2016-06-28"
"10.3171/2018.5.jns173147";"bronze";"bronze";"0022-3085,1933-0693";"Journal of Neurosurgery";"Journal of Neurosurgery Publishing Group (JNSPG)";"2019-11-01"
"10.1037/ccp0000092";"bronze";"green";"1939-2117,0022-006X";"Journal of Consulting and Clinical Psychology";"American Psychological Association (APA)";"2016-05-01"
"10.1176/appi.ajp.2017.16091072";"bronze";"green";"0002-953X,1535-7228";"American Journal of Psychiatry";"American Psychiatric Association Publishing";"2017-12-01"
"10.2196/jmir.7833";"gold";"gold";"1438-8871";"Journal of Medical Internet Research";"JMIR Publications Inc.";"2017-07-11"
"10.2337/dc16-1794";"bronze";"green";"0149-5992,1935-5548";"Diabetes Care";"American Diabetes Association";"2017-01-18"
"10.1001/jama.2018.0245";"bronze";"green";"0098-7484";"JAMA";"American Medical Association (AMA)";"2018-02-20"
"10.1186/s12871-017-0395-2";"gold";"gold";"1471-2253";"BMC Anesthesiology";"Springer Science and Business Media LLC";"2017-08-11"
"10.1016/j.jpeds.2017.02.062";"green";"green";"0022-3476";"The Journal of Pediatrics";"Elsevier BV";"2017-06-01"
"10.1182/bloodadvances.2017012104";"bronze";"green";"2473-9529,2473-9537";"Blood Advances";"American Society of Hematology";"2018-03-23"
"10.1016/s2213-8587(21)00084-x";"green";"green";"2213-8587";"The Lancet Diabetes &amp; Endocrinology";"Elsevier BV";"2021-06-01"
"10.1016/s2214-109x(19)30315-8";"gold";"gold";"2214-109X";"The Lancet Global Health";"Elsevier BV";"2019-09-01"
"10.1089/dia.2019.0018";"green";"green";"1520-9156,1557-8593";"Diabetes Technology &amp; Therapeutics";"Mary Ann Liebert Inc";"2019-06-01"
"10.1007/s00270-020-02648-6";"hybrid";"hybrid";"0174-1551,1432-086X";"CardioVascular and Interventional Radiology";"Springer Science and Business Media LLC";"2020-10-06"
"10.2967/jnumed.117.192641";"bronze";"green";"0161-5505,2159-662X";"Journal of Nuclear Medicine";"Society of Nuclear Medicine";"2017-06-01"
"10.1037/pag0000428";"bronze";"green";"1939-1498,0882-7974";"Psychology and Aging";"American Psychological Association (APA)";"2021-02-01"
"10.1016/j.cct.2017.10.007";"closed";"closed";"1551-7144";"Contemporary Clinical Trials";"Elsevier BV";"2018-01-01"
"10.1016/j.cell.2021.06.019";"bronze";"green";"0092-8674";"Cell";"Elsevier BV";"2021-08-01"
"10.1213/ane.0000000000004897";"closed";"closed";"0003-2999";"Anesthesia &amp; Analgesia";"Ovid Technologies (Wolters Kluwer Health)";"2020-05-29"
"10.1136/bmjgast-2021-000813";"gold";"gold";"2054-4774";"BMJ Open Gastroenterology";"BMJ";"2021-12-01"
"10.3389/fcvm.2017.00053";"gold";"gold";"2297-055X";"Frontiers in Cardiovascular Medicine";"Frontiers Media SA";"2017-08-14"
"10.1371/journal.pone.0231984";"gold";"gold";"1932-6203";"PLOS ONE";"Public Library of Science (PLoS)";"2020-04-29"
"10.1001/jamapsychiatry.2019.3483";"bronze";"green";"2168-622X";"JAMA Psychiatry";"American Medical Association (AMA)";"2020-02-01"
"10.1001/jama.2014.16058";"bronze";"green";"0098-7484";"JAMA";"American Medical Association (AMA)";"2014-12-24"
"10.1001/jama.2017.14972";"bronze";"green";"0098-7484";"JAMA";"American Medical Association (AMA)";"2017-10-24"
"10.1016/j.jpeds.2018.08.079";"green";"green";"0022-3476";"The Journal of Pediatrics";"Elsevier BV";"2019-01-01"
"10.1038/s41390-021-01778-y";"bronze";"green";"0031-3998,1530-0447";"Pediatric Research";"Springer Science and Business Media LLC";"2021-10-22"
"10.1002/lt.24986";"hybrid";"hybrid";"1527-6465,1527-6473";"Liver Transplantation";"Ovid Technologies (Wolters Kluwer Health)";"2018-02-23"
"10.2522/ptj.20070242";"bronze";"bronze";"0031-9023,1538-6724";"Physical Therapy";"Oxford University Press (OUP)";"2009-01-01"
"10.1056/nejmoa0900559";"green";"green";"0028-4793,1533-4406";"New England Journal of Medicine";"Massachusetts Medical Society";"2009-04-23"
"10.1016/j.ahj.2012.12.022";"closed";"closed";"0002-8703";"American Heart Journal";"Elsevier BV";"2013-04-01"
"10.1186/1471-2334-13-290";"gold";"gold";"1471-2334";"BMC Infectious Diseases";"Springer Science and Business Media LLC";"2013-06-27"
"10.1038/pcan.2014.37";"bronze";"green";"1365-7852,1476-5608";"Prostate Cancer and Prostatic Diseases";"Springer Science and Business Media LLC";"2014-09-23"
"10.1161/hypertensionaha.114.04492";"bronze";"bronze";"0194-911X,1524-4563";"Hypertension";"Ovid Technologies (Wolters Kluwer Health)";"2015-01-01"
"10.1002/ajh.24141";"bronze";"bronze";"0361-8609";"American Journal of Hematology";"Wiley";"2015-10-12"
"10.1089/jwh.2015.5326";"closed";"closed";"1540-9996,1931-843X";"Journal of Women's Health";"Mary Ann Liebert Inc";"2016-03-01"
"10.1186/s13633-016-0023-9";"gold";"gold";"1687-9856";"International Journal of Pediatric Endocrinology";"Springer Science and Business Media LLC";"2016-03-02"
"10.1002/hep.28597";"bronze";"green";"0270-9139,1527-3350";"Hepatology";"Ovid Technologies (Wolters Kluwer Health)";"2016-05-17"
"10.1038/ajg.2016.268";"closed";"closed";"0002-9270";"American Journal of Gastroenterology";"Ovid Technologies (Wolters Kluwer Health)";"2016-12-01"
"10.1038/ajg.2017.40";"closed";"closed";"0002-9270";"American Journal of Gastroenterology";"Ovid Technologies (Wolters Kluwer Health)";"2017-05-01"
"10.1002/cncr.30698";"bronze";"green";"0008-543X";"Cancer";"Wiley";"2017-04-07"
"10.1080/10790268.2017.1313931";"green";"green";"1079-0268,2045-7723";"The Journal of Spinal Cord Medicine";"Informa UK Limited";"2017-04-17"
"10.1158/1078-0432.ccr-17-0234";"bronze";"green";"1078-0432,1557-3265";"Clinical Cancer Research";"American Association for Cancer Research (AACR)";"2017-08-14"
"10.1172/jci92707";"bronze";"green";"0021-9738,1558-8238";"Journal of Clinical Investigation";"American Society for Clinical Investigation";"2017-07-10"
"10.1128/aac.00988-17";"bronze";"green";"0066-4804,1098-6596";"Antimicrobial Agents and Chemotherapy";"American Society for Microbiology";"2017-10-01"
"10.1016/j.clgc.2017.07.003";"green";"green";"1558-7673";"Clinical Genitourinary Cancer";"Elsevier BV";"2018-02-01"
"10.1177/2325967117722794";"gold";"gold";"2325-9671,2325-9671";"Orthopaedic Journal of Sports Medicine";"SAGE Publications";"2017-08-01"
"10.1016/j.gie.2017.08.021";"closed";"closed";"0016-5107";"Gastrointestinal Endoscopy";"Elsevier BV";"2018-04-01"
"10.1037/ccp0000276";"bronze";"green";"1939-2117,0022-006X";"Journal of Consulting and Clinical Psychology";"American Psychological Association (APA)";"2018-01-01"
"10.1016/j.carrev.2017.08.016";"closed";"closed";"1553-8389";"Cardiovascular Revascularization Medicine";"Elsevier BV";"2018-04-01"
"10.2337/dc17-1634";"bronze";"green";"0149-5992,1935-5548";"Diabetes Care";"American Diabetes Association";"2018-01-19"
"10.1200/jco.2017.75.7526";"green";"green";"0732-183X,1527-7755";"Journal of Clinical Oncology";"American Society of Clinical Oncology (ASCO)";"2018-03-20"
"10.1089/g4h.2017.0102";"green";"green";"2161-783X,2161-7856";"Games for Health Journal";"Mary Ann Liebert Inc";"2018-04-01"
"10.1111/ijpo.12273";"green";"green";"2047-6302";"Pediatric Obesity";"Wiley";"2018-02-28"
"10.1177/1545968318760726";"bronze";"green";"1545-9683,1552-6844";"Neurorehabilitation and Neural Repair";"SAGE Publications";"2018-02-01"
"10.1186/s12885-018-4306-9";"gold";"gold";"1471-2407";"BMC Cancer";"Springer Science and Business Media LLC";"2018-04-03"
"10.2147/cia.s165224";"gold";"gold";"1178-1998";"Clinical Interventions in Aging";"Informa UK Limited";"2018-05-01"
"10.1126/science.aat4595";"bronze";"bronze";"0036-8075,1095-9203";"Science";"American Association for the Advancement of Science (AAAS)";"2018-08-10"
"10.2196/diabetes.7063";"gold";"gold";"2371-4379";"JMIR Diabetes";"JMIR Publications Inc.";"2017-06-06"
"10.1093/cid/ciy1051";"green";"green";"1058-4838,1537-6591";"Clinical Infectious Diseases";"Oxford University Press (OUP)";"2018-12-10"
"10.1001/jamanetworkopen.2018.3062";"gold";"gold";"2574-3805";"JAMA Network Open";"American Medical Association (AMA)";"2018-10-05"
"10.1542/peds.2018-0553";"bronze";"green";"0031-4005,1098-4275";"Pediatrics";"American Academy of Pediatrics (AAP)";"2019-02-01"
"10.1097/gme.0000000000001325";"green";"green";"1072-3714,1530-0374";"Menopause";"Ovid Technologies (Wolters Kluwer Health)";"2019-03-18"
"10.1161/strokeaha.118.023603";"bronze";"bronze";"0039-2499,1524-4628";"Stroke";"Ovid Technologies (Wolters Kluwer Health)";"2019-07-01"
"10.1186/s12984-019-0540-x";"gold";"gold";"1743-0003";"Journal of NeuroEngineering and Rehabilitation";"Springer Science and Business Media LLC";"2019-06-14"
"10.1177/0145721720907301";"closed";"closed";"0145-7217,1554-6063";"The Diabetes Educator";"SAGE Publications";"2020-03-27"
"10.2196/17557";"gold";"gold";"2291-5222";"JMIR mHealth and uHealth";"JMIR Publications Inc.";"2020-06-04"
"10.1177/1076029620936340";"gold";"gold";"1076-0296,1938-2723";"Clinical and Applied Thrombosis/Hemostasis";"SAGE Publications";"2020-01-01"
"10.1371/journal.pone.0237496";"gold";"gold";"1932-6203";"PLOS ONE";"Public Library of Science (PLoS)";"2020-09-03"
"10.1177/1758998320930752";"green";"green";"1758-9983,1758-9991";"Hand Therapy";"SAGE Publications";"2020-06-09"
"10.1097/spv.0000000000001032";"closed";"closed";"2151-8378";"Female Pelvic Medicine &amp; Reconstructive Surgery";"Ovid Technologies (Wolters Kluwer Health)";"2021-02-18"
"10.1016/j.ypmed.2021.106601";"bronze";"green";"0091-7435";"Preventive Medicine";"Elsevier BV";"2021-08-01"
"10.1089/acu.2020.1471";"green";"green";"1933-6586,1933-6594";"Medical Acupuncture";"Mary Ann Liebert Inc";"2021-06-01"
"10.1016/j.clgc.2017.06.002";"closed";"closed";"1558-7673";"Clinical Genitourinary Cancer";"Elsevier BV";"2017-12-01"
"10.1093/jbcr/iraa024.030";"closed";"closed";"1559-047X,1559-0488";"Journal of Burn Care & Research";"Oxford University Press (OUP)";"2020-03-01"
"10.1200/jco.2013.31.15_suppl.2501";"closed";"closed";"0732-183X,1527-7755";"Journal of Clinical Oncology";"American Society of Clinical Oncology (ASCO)";"2013-05-20"
"10.2105/ajph.2017.303725";"green";"green";"0090-0036,1541-0048";"American Journal of Public Health";"American Public Health Association";"2017-05-01"
"10.1016/j.jadohealth.2015.07.004";"closed";"closed";"1054-139X";"Journal of Adolescent Health";"Elsevier BV";"2015-10-01"
"10.1016/s0923-7534(20)33425-6";"bronze";"bronze";"0923-7534";"Annals of Oncology";"Elsevier BV";"2012-09-01"
"10.1182/blood.v122.21.3555.3555";"closed";"closed";"0006-4971,1528-0020";"Blood";"American Society of Hematology";"2013-11-15"
"10.1182/blood.v124.21.5944.5944";"closed";"closed";"0006-4971,1528-0020";"Blood";"American Society of Hematology";"2014-12-06"
